cell_type	gene	expressed
HCT116	PAIP1	TRUE
HCT116	FGF10	TRUE
HCT116	MRPS30	TRUE
HCT116	EMB	TRUE
HCT116	PARP8	TRUE
HCT116	ISL1	TRUE
HCT116	PELO	TRUE
HCT116	ITGA1	TRUE
HCT116	ITGA2	TRUE
HCT116	MOCS2	TRUE
HCT116	FST	TRUE
HCT116	NDUFS4	TRUE
HCT116	ARL15	TRUE
HCT116	SNX18	TRUE
HCT116	GZMA	TRUE
HCT116	GPX8	TRUE
HCT116	CDC20B	TRUE
HCT116	MCIDAS	TRUE
HCT116	CCNO	TRUE
HCT116	DHX29	TRUE
HCT116	SKIV2L2	TRUE
HCT116	PLPP1	TRUE
HCT116	IL31RA	TRUE
HCT116	IL6ST	TRUE
HCT116	MAP3K1	TRUE
HCT116	SETD9	TRUE
HCT116	MIER3	TRUE
HCT116	GPBP1	TRUE
HCT116	ACTBL2	TRUE
HCT116	PLK2	TRUE
HCT116	LINC02108	TRUE
HCT116	RAB3C	TRUE
HCT116	PDE4D	TRUE
HCT116	PART1	TRUE
HCT116	DEPDC1B	TRUE
HCT116	ELOVL7	TRUE
HCT116	ERCC8	TRUE
HCT116	NDUFAF2	TRUE
HCT116	SMIM15	TRUE
HCT116	ZSWIM6	TRUE
HCT116	C5orf64	TRUE
HCT116	KIF2A	TRUE
HCT116	DIMT1	TRUE
HCT116	IPO11	TRUE
HCT116	LRRC70	TRUE
HCT116	FAM159B	TRUE
HCT116	SREK1IP1	TRUE
HCT116	CWC27	TRUE
HCT116	ADAMTS6	TRUE
HCT116	CENPK	TRUE
HCT116	PPWD1	TRUE
HCT116	TRIM23	TRUE
HCT116	TRAPPC13	TRUE
HCT116	SGTB	TRUE
HCT116	NLN	TRUE
HCT116	ERBIN	TRUE
HCT116	SREK1	TRUE
HCT116	LINC02229	TRUE
HCT116	MAST4	TRUE
HCT116	PIK3R1	TRUE
HCT116	SLC30A5	TRUE
HCT116	CCNB1	TRUE
HCT116	CENPH	TRUE
HCT116	MRPS36	TRUE
HCT116	CDK7	TRUE
HCT116	CCDC125	TRUE
HCT116	AK6	TRUE
HCT116	TAF9	TRUE
HCT116	RAD17	TRUE
HCT116	MARVELD2	TRUE
HCT116	OCLN	TRUE
HCT116	BDP1	TRUE
HCT116	MCCC2	TRUE
HCT116	MAP1B	TRUE
HCT116	MRPS27	TRUE
HCT116	PTCD2	TRUE
HCT116	TNPO1	TRUE
HCT116	FCHO2	TRUE
HCT116	TMEM171	TRUE
HCT116	FOXD1	TRUE
HCT116	BTF3	TRUE
HCT116	ANKRA2	TRUE
HCT116	UTP15	TRUE
HCT116	ARHGEF28	TRUE
HCT116	LINC01333	TRUE
HCT116	ENC1	TRUE
HCT116	HEXB	TRUE
HCT116	NSA2	TRUE
HCT116	GFM2	TRUE
HCT116	FAM169A	TRUE
HCT116	LINC01336	TRUE
HCT116	ANKRD31	TRUE
HCT116	HMGCR	TRUE
HCT116	COL4A3BP	TRUE
HCT116	POLK	TRUE
HCT116	IQGAP2	TRUE
HCT116	F2RL2	TRUE
HCT116	F2R	TRUE
HCT116	F2RL1	TRUE
HCT116	AGGF1	TRUE
HCT116	ZBED3	TRUE
HCT116	WDR41	TRUE
HCT116	TBCA	TRUE
HCT116	AP3B1	TRUE
HCT116	SCAMP1	TRUE
HCT116	SCAMP1-AS1	TRUE
HCT116	LHFPL2	TRUE
HCT116	ARSB	TRUE
HCT116	JMY	TRUE
HCT116	HOMER1	TRUE
HCT116	PAPD4	TRUE
HCT116	CMYA5	TRUE
HCT116	MTX3	TRUE
HCT116	THBS4	TRUE
HCT116	SERINC5	TRUE
HCT116	SPZ1	TRUE
HCT116	ZFYVE16	TRUE
HCT116	FAM151B	TRUE
HCT116	LINC01337	TRUE
HCT116	MSH3	TRUE
HCT116	DHFR	TRUE
HCT116	ZCCHC9	TRUE
HCT116	SSBP2	TRUE
HCT116	ATG10	TRUE
HCT116	RPS23	TRUE
HCT116	ATP6AP1L	TRUE
HCT116	XRCC4	TRUE
HCT116	TMEM167A	TRUE
HCT116	VCAN	TRUE
HCT116	HAPLN1	TRUE
HCT116	COX7C	TRUE
HCT116	RASA1	TRUE
HCT116	CCNH	TRUE
HCT116	TMEM161B	TRUE
HCT116	LINC02060	TRUE
HCT116	LINC00461	TRUE
HCT116	CETN3	TRUE
HCT116	MBLAC2	TRUE
HCT116	POLR3G	TRUE
HCT116	LYSMD3	TRUE
HCT116	ADGRV1	TRUE
HCT116	ARRDC3-AS1	TRUE
HCT116	ARRDC3	TRUE
HCT116	NR2F1	TRUE
HCT116	POU5F2	TRUE
HCT116	FAM172A	TRUE
HCT116	KIAA0825	TRUE
HCT116	SLF1	TRUE
HCT116	MCTP1	TRUE
HCT116	TTC37	TRUE
HCT116	ARSK	TRUE
HCT116	RFESD	TRUE
HCT116	RHOBTB3	TRUE
HCT116	GLRX	TRUE
HCT116	ELL2	TRUE
HCT116	CAST	TRUE
HCT116	ERAP1	TRUE
HCT116	ERAP2	TRUE
HCT116	LNPEP	TRUE
HCT116	LIX1	TRUE
HCT116	RIOK2	TRUE
HCT116	LINC01340	TRUE
HCT116	RGMB	TRUE
HCT116	CHD1	TRUE
HCT116	FAM174A	TRUE
HCT116	LINC00491	TRUE
HCT116	PAM	TRUE
HCT116	GIN1	TRUE
HCT116	PPIP5K2	TRUE
HCT116	C5orf30	TRUE
HCT116	NUDT12	TRUE
HCT116	EFNA5	TRUE
HCT116	FBXL17	TRUE
HCT116	LINC01023	TRUE
HCT116	FER	TRUE
HCT116	PJA2	TRUE
HCT116	MAN2A1	TRUE
HCT116	TMEM232	TRUE
HCT116	SLC25A46	TRUE
HCT116	WDR36	TRUE
HCT116	CAMK4	TRUE
HCT116	STARD4	TRUE
HCT116	NREP	TRUE
HCT116	EPB41L4A-AS1	TRUE
HCT116	EPB41L4A	TRUE
HCT116	EPB41L4A-AS2	TRUE
HCT116	APC	TRUE
HCT116	SRP19	TRUE
HCT116	REEP5	TRUE
HCT116	DCP2	TRUE
HCT116	MCC	TRUE
HCT116	TSSK1B	TRUE
HCT116	YTHDC2	TRUE
HCT116	PGGT1B	TRUE
HCT116	CCDC112	TRUE
HCT116	FEM1C	TRUE
HCT116	TMED7-TICAM2	TRUE
HCT116	TMED7	TRUE
HCT116	AP3S1	TRUE
HCT116	ATG12	TRUE
HCT116	LVRN	TRUE
HCT116	ARL14EPL	TRUE
HCT116	COMMD10	TRUE
HCT116	SEMA6A	TRUE
HCT116	DTWD2	TRUE
HCT116	DMXL1	TRUE
HCT116	TNFAIP8	TRUE
HCT116	HSD17B4	TRUE
HCT116	PRR16	TRUE
HCT116	SRFBP1	TRUE
HCT116	ZNF474	TRUE
HCT116	SNCAIP	TRUE
HCT116	SNX2	TRUE
HCT116	SNX24	TRUE
HCT116	PPIC	TRUE
HCT116	PRDM6	TRUE
HCT116	CEP120	TRUE
HCT116	CSNK1G3	TRUE
HCT116	ZNF608	TRUE
HCT116	LINC02240	TRUE
HCT116	GRAMD3	TRUE
HCT116	ALDH7A1	TRUE
HCT116	PHAX	TRUE
HCT116	LMNB1	TRUE
HCT116	MARCH3	TRUE
HCT116	C5orf63	TRUE
HCT116	PRRC1	TRUE
HCT116	CCDC192	TRUE
HCT116	LINC01184	TRUE
HCT116	SLC12A2	TRUE
HCT116	SLC27A6	TRUE
HCT116	ISOC1	TRUE
HCT116	CHSY3	TRUE
HCT116	HINT1	TRUE
HCT116	LYRM7	TRUE
HCT116	CDC42SE2	TRUE
HCT116	RAPGEF6	TRUE
HCT116	FNIP1	TRUE
HCT116	ACSL6	TRUE
HCT116	IL3	TRUE
HCT116	CSF2	TRUE
HCT116	P4HA2	TRUE
HCT116	SLC22A4	TRUE
HCT116	SLC22A5	TRUE
HCT116	LOC553103	TRUE
HCT116	C5orf56	TRUE
HCT116	IRF1	TRUE
HCT116	RAD50	TRUE
HCT116	IL13	TRUE
HCT116	IL4	TRUE
HCT116	KIF3A	TRUE
HCT116	CCNI2	TRUE
HCT116	SEPT8	TRUE
HCT116	SOWAHA	TRUE
HCT116	GDF9	TRUE
HCT116	UQCRQ	TRUE
HCT116	LEAP2	TRUE
HCT116	AFF4	TRUE
HCT116	ZCCHC10	TRUE
HCT116	HSPA4	TRUE
HCT116	C5orf15	TRUE
HCT116	VDAC1	TRUE
HCT116	TCF7	TRUE
HCT116	SKP1	TRUE
HCT116	PPP2CA	TRUE
HCT116	CDKL3	TRUE
HCT116	UBE2B	TRUE
HCT116	CDKN2AIPNL	TRUE
HCT116	LINC01843	TRUE
HCT116	JADE2	TRUE
HCT116	SAR1B	TRUE
HCT116	SEC24A	TRUE
HCT116	CAMLG	TRUE
HCT116	DDX46	TRUE
HCT116	C5orf24	TRUE
HCT116	TXNDC15	TRUE
HCT116	PCBD2	TRUE
HCT116	CATSPER3	TRUE
HCT116	PITX1	TRUE
HCT116	C5orf66-AS2	TRUE
HCT116	H2AFY	TRUE
HCT116	NEUROG1	TRUE
HCT116	SLC25A48	TRUE
HCT116	IL9	TRUE
HCT116	TGFBI	TRUE
HCT116	SMAD5	TRUE
HCT116	TRPC7	TRUE
HCT116	SPOCK1	TRUE
HCT116	KLHL3	TRUE
HCT116	HNRNPA0	TRUE
HCT116	MYOT	TRUE
HCT116	PKD2L2	TRUE
HCT116	FAM13B	TRUE
HCT116	WNT8A	TRUE
HCT116	NME5	TRUE
HCT116	BRD8	TRUE
HCT116	KIF20A	TRUE
HCT116	CDC23	TRUE
HCT116	CDC25C	TRUE
HCT116	FAM53C	TRUE
HCT116	KDM3B	TRUE
HCT116	REEP2	TRUE
HCT116	EGR1	TRUE
HCT116	ETF1	TRUE
HCT116	HSPA9	TRUE
HCT116	CTNNA1	TRUE
HCT116	LRRTM2	TRUE
HCT116	SIL1	TRUE
HCT116	SNHG4	TRUE
HCT116	MATR3	TRUE
HCT116	PAIP2	TRUE
HCT116	SLC23A1	TRUE
HCT116	MZB1	TRUE
HCT116	SPATA24	TRUE
HCT116	DNAJC18	TRUE
HCT116	TMEM173	TRUE
HCT116	UBE2D2	TRUE
HCT116	CXXC5	TRUE
HCT116	PSD2-AS1	TRUE
HCT116	PSD2	TRUE
HCT116	NRG2	TRUE
HCT116	PURA	TRUE
HCT116	CYSTM1	TRUE
HCT116	PFDN1	TRUE
HCT116	HBEGF	TRUE
HCT116	SLC4A9	TRUE
HCT116	ANKHD1	TRUE
HCT116	ANKHD1-EIF4EBP3	TRUE
HCT116	EIF4EBP3	TRUE
HCT116	SRA1	TRUE
HCT116	SLC35A4	TRUE
HCT116	APBB3	TRUE
HCT116	TMCO6	TRUE
HCT116	NDUFA2	TRUE
HCT116	IK	TRUE
HCT116	WDR55	TRUE
HCT116	DND1	TRUE
HCT116	HARS2	TRUE
HCT116	HARS	TRUE
HCT116	ZMAT2	TRUE
HCT116	PCDHA1	TRUE
HCT116	PCDHA4	TRUE
HCT116	PCDHA5	TRUE
HCT116	PCDHA7	TRUE
HCT116	PCDHA8	TRUE
HCT116	PCDHA10	TRUE
HCT116	PCDHA12	TRUE
HCT116	PCDHA13	TRUE
HCT116	PCDHAC1	TRUE
HCT116	PCDHAC2	TRUE
HCT116	PCDHB3	TRUE
HCT116	PCDHB5	TRUE
HCT116	PCDHB7	TRUE
HCT116	PCDHB9	TRUE
HCT116	PCDHB10	TRUE
HCT116	PCDHB11	TRUE
HCT116	PCDHB13	TRUE
HCT116	PCDHB15	TRUE
HCT116	TAF7	TRUE
HCT116	PCDHGA1	TRUE
HCT116	PCDHGA2	TRUE
HCT116	PCDHGA3	TRUE
HCT116	PCDHGB1	TRUE
HCT116	PCDHGB2	TRUE
HCT116	PCDHGA6	TRUE
HCT116	PCDHGA8	TRUE
HCT116	PCDHGA9	TRUE
HCT116	PCDHGA10	TRUE
HCT116	PCDHGB7	TRUE
HCT116	PCDHGA11	TRUE
HCT116	PCDHGA12	TRUE
HCT116	PCDHGC3	TRUE
HCT116	PCDHGC4	TRUE
HCT116	PCDHGC5	TRUE
HCT116	DIAPH1	TRUE
HCT116	HDAC3	TRUE
HCT116	RELL2	TRUE
HCT116	FCHSD1	TRUE
HCT116	ARAP3	TRUE
HCT116	PCDH1	TRUE
HCT116	KIAA0141	TRUE
HCT116	RNF14	TRUE
HCT116	GNPDA1	TRUE
HCT116	NDFIP1	TRUE
HCT116	SPRY4	TRUE
HCT116	FGF1	TRUE
HCT116	ARHGAP26	TRUE
HCT116	NR3C1	TRUE
HCT116	YIPF5	TRUE
HCT116	KCTD16	TRUE
HCT116	PRELID2	TRUE
HCT116	SH3RF2	TRUE
HCT116	LARS	TRUE
HCT116	RBM27	TRUE
HCT116	TCERG1	TRUE
HCT116	GPR151	TRUE
HCT116	STK32A	TRUE
HCT116	DPYSL3	TRUE
HCT116	JAKMIP2	TRUE
HCT116	C5orf46	TRUE
HCT116	SPINK13	TRUE
HCT116	SPINK7	TRUE
HCT116	FBXO38	TRUE
HCT116	HTR4	TRUE
HCT116	ADRB2	TRUE
HCT116	SH3TC2	TRUE
HCT116	ABLIM3	TRUE
HCT116	AFAP1L1	TRUE
HCT116	GRPEL2	TRUE
HCT116	PCYOX1L	TRUE
HCT116	CARMN	TRUE
HCT116	CSNK1A1	TRUE
HCT116	ARHGEF37	TRUE
HCT116	PPARGC1B	TRUE
HCT116	SLC26A2	TRUE
HCT116	HMGXB3	TRUE
HCT116	TIGD6	TRUE
HCT116	CSF1R	TRUE
HCT116	PDGFRB	TRUE
HCT116	CAMK2A	TRUE
HCT116	ARSI	TRUE
HCT116	TCOF1	TRUE
HCT116	CD74	TRUE
HCT116	RPS14	TRUE
HCT116	NDST1-AS1	TRUE
HCT116	NDST1	TRUE
HCT116	SYNPO	TRUE
HCT116	MYOZ3	TRUE
HCT116	RBM22	TRUE
HCT116	DCTN4	TRUE
HCT116	SMIM3	TRUE
HCT116	IRGM	TRUE
HCT116	TNIP1	TRUE
HCT116	ANXA6	TRUE
HCT116	CCDC69	TRUE
HCT116	GM2A	TRUE
HCT116	SLC36A2	TRUE
HCT116	SLC36A1	TRUE
HCT116	FAT2	TRUE
HCT116	ATOX1	TRUE
HCT116	G3BP1	TRUE
HCT116	GLRA1	TRUE
HCT116	GRIA1	TRUE
HCT116	FAM114A2	TRUE
HCT116	MFAP3	TRUE
HCT116	GALNT10	TRUE
HCT116	SAP30L	TRUE
HCT116	HAND1	TRUE
HCT116	LARP1	TRUE
HCT116	FAXDC2	TRUE
HCT116	CNOT8	TRUE
HCT116	GEMIN5	TRUE
HCT116	MRPL22	TRUE
HCT116	TIMD4	TRUE
HCT116	HAVCR1	TRUE
HCT116	HAVCR2	TRUE
HCT116	MED7	TRUE
HCT116	CYFIP2	TRUE
HCT116	ADAM19	TRUE
HCT116	THG1L	TRUE
HCT116	LSM11	TRUE
HCT116	CLINT1	TRUE
HCT116	EBF1	TRUE
HCT116	LINC02202	TRUE
HCT116	RNF145	TRUE
HCT116	UBLCP1	TRUE
HCT116	IL12B	TRUE
HCT116	LINC01845	TRUE
HCT116	ADRA1B	TRUE
HCT116	TTC1	TRUE
HCT116	PWWP2A	TRUE
HCT116	CCNJL	TRUE
HCT116	C1QTNF2	TRUE
HCT116	ZBED8	TRUE
HCT116	SLU7	TRUE
HCT116	PTTG1	TRUE
HCT116	LINC01202	TRUE
HCT116	CCNG1	TRUE
HCT116	NUDCD2	TRUE
HCT116	HMMR	TRUE
HCT116	MAT2B	TRUE
HCT116	TENM2	TRUE
HCT116	WWC1	TRUE
HCT116	RARS	TRUE
HCT116	PANK3	TRUE
HCT116	SPDL1	TRUE
HCT116	FAM196B	TRUE
HCT116	FOXI1	TRUE
HCT116	LCP2	TRUE
HCT116	LINC01366	TRUE
HCT116	GABRP	TRUE
HCT116	RANBP17	TRUE
HCT116	TLX3	TRUE
HCT116	NPM1	TRUE
HCT116	FGF18	TRUE
HCT116	FBXW11	TRUE
HCT116	STK10	TRUE
HCT116	UBTD2	TRUE
HCT116	SH3PXD2B	TRUE
HCT116	NEURL1B	TRUE
HCT116	DUSP1	TRUE
HCT116	ERGIC1	TRUE
HCT116	RPL26L1	TRUE
HCT116	ATP6V0E1	TRUE
HCT116	CREBRF	TRUE
HCT116	BNIP1	TRUE
HCT116	STC2	TRUE
HCT116	BOD1	TRUE
HCT116	CPEB4	TRUE
HCT116	HMP19	TRUE
HCT116	LINC01411	TRUE
HCT116	MSX2	TRUE
HCT116	DRD1	TRUE
HCT116	SFXN1	TRUE
HCT116	HRH2	TRUE
HCT116	CPLX2	TRUE
HCT116	KIAA1191	TRUE
HCT116	HIGD2A	TRUE
HCT116	NOP16	TRUE
HCT116	CLTB	TRUE
HCT116	FAF2	TRUE
HCT116	RNF44	TRUE
HCT116	CDHR2	TRUE
HCT116	GPRIN1	TRUE
HCT116	TSPAN17	TRUE
HCT116	UNC5A	TRUE
HCT116	HK3	TRUE
HCT116	UIMC1	TRUE
HCT116	ZNF346	TRUE
HCT116	FGFR4	TRUE
HCT116	NSD1	TRUE
HCT116	RAB24	TRUE
HCT116	PRELID1	TRUE
HCT116	MXD3	TRUE
HCT116	LMAN2	TRUE
HCT116	F12	TRUE
HCT116	GRK6	TRUE
HCT116	PRR7	TRUE
HCT116	DBN1	TRUE
HCT116	PDLIM7	TRUE
HCT116	DOK3	TRUE
HCT116	DDX41	TRUE
HCT116	FAM193B	TRUE
HCT116	TMED9	TRUE
HCT116	B4GALT7	TRUE
HCT116	PROP1	TRUE
HCT116	N4BP3	TRUE
HCT116	RMND5B	TRUE
HCT116	NHP2	TRUE
HCT116	HNRNPAB	TRUE
HCT116	PHYKPL	TRUE
HCT116	CLK4	TRUE
HCT116	ZNF354A	TRUE
HCT116	ZNF354B	TRUE
HCT116	ZFP2	TRUE
HCT116	ADAMTS2	TRUE
HCT116	RUFY1	TRUE
HCT116	HNRNPH1	TRUE
HCT116	CBY3	TRUE
HCT116	CANX	TRUE
HCT116	MAML1	TRUE
HCT116	LTC4S	TRUE
HCT116	MGAT4B	TRUE
HCT116	SQSTM1	TRUE
HCT116	MRNIP	TRUE
HCT116	TBC1D9B	TRUE
HCT116	RNF130	TRUE
HCT116	RASGEF1C	TRUE
HCT116	MAPK9	TRUE
HCT116	GFPT2	TRUE
HCT116	CNOT6	TRUE
HCT116	OR2Y1	TRUE
HCT116	LINC00847	TRUE
HCT116	HEIH	TRUE
HCT116	ZFP62	TRUE
HCT116	BTNL9	TRUE
HCT116	LINC01962	TRUE
HCT116	TRIM7	TRUE
HCT116	TRIM41	TRUE
HCT116	RACK1	TRUE
HCT116	CTC-338M12.4	TRUE
HCT116	TRIM52	TRUE
HCT116	TRIM52-AS1	TRUE
HCT116	CDYL	TRUE
HCT116	KU-MEL-3	TRUE
HCT116	ECI2	TRUE
HCT116	PRPF4B	TRUE
HCT116	FAM50B	TRUE
HCT116	PXDC1	TRUE
HCT116	SLC22A23	TRUE
HCT116	PSMG4	TRUE
HCT116	TUBB2A	TRUE
HCT116	BPHL	TRUE
HCT116	RIPK1	TRUE
HCT116	NQO2	TRUE
HCT116	LINC01011	TRUE
HCT116	SERPINB6	TRUE
HCT116	SERPINB9	TRUE
HCT116	SERPINB9P1	TRUE
HCT116	SERPINB1	TRUE
HCT116	WRNIP1	TRUE
HCT116	MYLK4	TRUE
HCT116	LINC01600	TRUE
HCT116	GMDS-AS1	TRUE
HCT116	GMDS	TRUE
HCT116	FOXC1	TRUE
HCT116	FOXQ1	TRUE
HCT116	EXOC2	TRUE
HCT116	DUSP22	TRUE
HCT116	LYRM4-AS1	TRUE
HCT116	RPP40	TRUE
HCT116	LYRM4	TRUE
HCT116	FARS2	TRUE
HCT116	NRN1	TRUE
HCT116	F13A1	TRUE
HCT116	RREB1	TRUE
HCT116	SSR1	TRUE
HCT116	CAGE1	TRUE
HCT116	RIOK1	TRUE
HCT116	DSP	TRUE
HCT116	SNRNP48	TRUE
HCT116	BMP6	TRUE
HCT116	TXNDC5	TRUE
HCT116	BLOC1S5-TXNDC5	TRUE
HCT116	BLOC1S5	TRUE
HCT116	EEF1E1-BLOC1S5	TRUE
HCT116	EEF1E1	TRUE
HCT116	SLC35B3	TRUE
HCT116	TFAP2A	TRUE
HCT116	MIR5689HG	TRUE
HCT116	LINC00518	TRUE
HCT116	C6orf52	TRUE
HCT116	PAK1IP1	TRUE
HCT116	TMEM14C	TRUE
HCT116	TMEM14B	TRUE
HCT116	SYCP2L	TRUE
HCT116	SMIM13	TRUE
HCT116	NEDD9	TRUE
HCT116	TMEM170B	TRUE
HCT116	HIVEP1	TRUE
HCT116	EDN1	TRUE
HCT116	PHACTR1	TRUE
HCT116	TBC1D7	TRUE
HCT116	GFOD1	TRUE
HCT116	SIRT5	TRUE
HCT116	NOL7	TRUE
HCT116	RANBP9	TRUE
HCT116	MCUR1	TRUE
HCT116	RNF182	TRUE
HCT116	CD83	TRUE
HCT116	JARID2	TRUE
HCT116	DTNBP1	TRUE
HCT116	MYLIP	TRUE
HCT116	GMPR	TRUE
HCT116	ATXN1	TRUE
HCT116	STMND1	TRUE
HCT116	RBM24	TRUE
HCT116	CAP2	TRUE
HCT116	FAM8A1	TRUE
HCT116	NUP153	TRUE
HCT116	KIF13A	TRUE
HCT116	NHLRC1	TRUE
HCT116	TPMT	TRUE
HCT116	KDM1B	TRUE
HCT116	DEK	TRUE
HCT116	RNF144B	TRUE
HCT116	MBOAT1	TRUE
HCT116	E2F3	TRUE
HCT116	CDKAL1	TRUE
HCT116	SOX4	TRUE
HCT116	MRS2	TRUE
HCT116	GPLD1	TRUE
HCT116	ALDH5A1	TRUE
HCT116	KIAA0319	TRUE
HCT116	TDP2	TRUE
HCT116	ACOT13	TRUE
HCT116	C6orf62	TRUE
HCT116	GMNN	TRUE
HCT116	C6orf229	TRUE
HCT116	CARMIL1	TRUE
HCT116	SCGN	TRUE
HCT116	SLC17A4	TRUE
HCT116	SLC17A3	TRUE
HCT116	TRIM38	TRUE
HCT116	HIST1H3A	TRUE
HCT116	HIST1H4A	TRUE
HCT116	HIST1H4B	TRUE
HCT116	HIST1H3B	TRUE
HCT116	HIST1H2AB	TRUE
HCT116	HIST1H2BB	TRUE
HCT116	HIST1H3C	TRUE
HCT116	HIST1H1C	TRUE
HCT116	HFE	TRUE
HCT116	HIST1H4C	TRUE
HCT116	HIST1H1T	TRUE
HCT116	HIST1H2BC	TRUE
HCT116	HIST1H2AC	TRUE
HCT116	HIST1H1E	TRUE
HCT116	HIST1H2BD	TRUE
HCT116	HIST1H4D	TRUE
HCT116	HIST1H3D	TRUE
HCT116	HIST1H2AD	TRUE
HCT116	HIST1H2BF	TRUE
HCT116	HIST1H4E	TRUE
HCT116	HIST1H2BG	TRUE
HCT116	HIST1H2AE	TRUE
HCT116	HIST1H3E	TRUE
HCT116	HIST1H3G	TRUE
HCT116	HIST1H4H	TRUE
HCT116	BTN3A2	TRUE
HCT116	BTN2A2	TRUE
HCT116	BTN3A1	TRUE
HCT116	BTN3A3	TRUE
HCT116	BTN2A1	TRUE
HCT116	HCG11	TRUE
HCT116	HMGN4	TRUE
HCT116	ABT1	TRUE
HCT116	ZNF322	TRUE
HCT116	LINC00240	TRUE
HCT116	HIST1H2BJ	TRUE
HCT116	HIST1H2AG	TRUE
HCT116	HIST1H2BK	TRUE
HCT116	HIST1H2AH	TRUE
HCT116	PRSS16	TRUE
HCT116	ZNF391	TRUE
HCT116	ZNF184	TRUE
HCT116	LINC01012	TRUE
HCT116	HIST1H2BL	TRUE
HCT116	HIST1H2AI	TRUE
HCT116	HIST1H3H	TRUE
HCT116	HIST1H2AJ	TRUE
HCT116	HIST1H2BM	TRUE
HCT116	HIST1H4J	TRUE
HCT116	HIST1H4K	TRUE
HCT116	HIST1H2AK	TRUE
HCT116	HIST1H2BN	TRUE
HCT116	HIST1H3I	TRUE
HCT116	HIST1H3J	TRUE
HCT116	HIST1H2AM	TRUE
HCT116	HIST1H2BO	TRUE
HCT116	ZNF165	TRUE
HCT116	ZSCAN16	TRUE
HCT116	ZKSCAN8	TRUE
HCT116	ZSCAN9	TRUE
HCT116	ZKSCAN4	TRUE
HCT116	ZSCAN26	TRUE
HCT116	PGBD1	TRUE
HCT116	ZSCAN31	TRUE
HCT116	ZKSCAN3	TRUE
HCT116	ZSCAN12	TRUE
HCT116	LINC01623	TRUE
HCT116	TRIM27	TRUE
HCT116	LINC01556	TRUE
HCT116	OR2J3	TRUE
HCT116	OR5V1	TRUE
HCT116	OR12D3	TRUE
HCT116	GABBR1	TRUE
HCT116	ZFP57	TRUE
HCT116	HLA-F	TRUE
HCT116	HLA-F-AS1	TRUE
HCT116	HLA-G	TRUE
HCT116	HLA-A	TRUE
HCT116	ZNRD1	TRUE
HCT116	PPP1R11	TRUE
HCT116	RNF39	TRUE
HCT116	TRIM15	TRUE
HCT116	TRIM26	TRUE
HCT116	HCG17	TRUE
HCT116	TRIM39	TRUE
HCT116	TRIM39-RPP21	TRUE
HCT116	RPP21	TRUE
HCT116	HLA-E	TRUE
HCT116	PRR3	TRUE
HCT116	GNL1	TRUE
HCT116	ABCF1	TRUE
HCT116	PPP1R10	TRUE
HCT116	MRPS18B	TRUE
HCT116	ATAT1	TRUE
HCT116	C6orf136	TRUE
HCT116	DHX16	TRUE
HCT116	PPP1R18	TRUE
HCT116	NRM	TRUE
HCT116	MDC1	TRUE
HCT116	TUBB	TRUE
HCT116	FLOT1	TRUE
HCT116	IER3	TRUE
HCT116	HCG20	TRUE
HCT116	GTF2H4	TRUE
HCT116	VARS2	TRUE
HCT116	SFTA2	TRUE
HCT116	MUC21	TRUE
HCT116	PSORS1C1	TRUE
HCT116	CCHCR1	TRUE
HCT116	TCF19	TRUE
HCT116	HCG27	TRUE
HCT116	HLA-C	TRUE
HCT116	HLA-B	TRUE
HCT116	MICA	TRUE
HCT116	LINC01149	TRUE
HCT116	HCP5	TRUE
HCT116	MICB	TRUE
HCT116	MCCD1	TRUE
HCT116	DDX39B	TRUE
HCT116	ATP6V1G2-DDX39B	TRUE
HCT116	ATP6V1G2	TRUE
HCT116	NFKBIL1	TRUE
HCT116	LTB	TRUE
HCT116	LST1	TRUE
HCT116	NCR3	TRUE
HCT116	PRRC2A	TRUE
HCT116	APOM	TRUE
HCT116	BAG6	TRUE
HCT116	C6orf47	TRUE
HCT116	GPANK1	TRUE
HCT116	CSNK2B	TRUE
HCT116	LY6G5C	TRUE
HCT116	ABHD16A	TRUE
HCT116	LY6G6E	TRUE
HCT116	DDAH2	TRUE
HCT116	CLIC1	TRUE
HCT116	MSH5	TRUE
HCT116	MSH5-SAPCD1	TRUE
HCT116	VWA7	TRUE
HCT116	VARS	TRUE
HCT116	LSM2	TRUE
HCT116	HSPA1L	TRUE
HCT116	HSPA1B	TRUE
HCT116	C6orf48	TRUE
HCT116	NEU1	TRUE
HCT116	EHMT2	TRUE
HCT116	ZBTB12	TRUE
HCT116	CFB	TRUE
HCT116	SKIV2L	TRUE
HCT116	NELFE	TRUE
HCT116	DXO	TRUE
HCT116	TNXB	TRUE
HCT116	ATF6B	TRUE
HCT116	FKBPL	TRUE
HCT116	PPT2	TRUE
HCT116	PPT2-EGFL8	TRUE
HCT116	AGPAT1	TRUE
HCT116	RNF5	TRUE
HCT116	PBX2	TRUE
HCT116	GPSM3	TRUE
HCT116	BTNL2	TRUE
HCT116	HLA-DRA	TRUE
HCT116	HLA-DRB1	TRUE
HCT116	HLA-DQB1	TRUE
HCT116	HLA-DOB	TRUE
HCT116	TAP2	TRUE
HCT116	PSMB8-AS1	TRUE
HCT116	PSMB8	TRUE
HCT116	TAP1	TRUE
HCT116	PSMB9	TRUE
HCT116	HLA-DMB	TRUE
HCT116	HLA-DMA	TRUE
HCT116	BRD2	TRUE
HCT116	HLA-DOA	TRUE
