2025-08-12 18:30:19.235804	https://www.encodeproject.org/report/?type=Annotation&annotation_type=element+gene+regulatory+interaction+predictions&software_used.software.name=distal-regulation-encode_re2g&status=released&field=%40id&field=accession&field=aliases&field=experimental_input&limit=all
ID	Accession	Aliases	Experimental input
/annotations/ENCSR344JQJ/	ENCSR344JQJ	jesse-engreitz:abc_predictions_activated_effector_memory_CD4-positive__alpha-beta_T_cell_ENCSR173BJC_DNaseOnly,jesse-engreitz:encode_re2g_predictions_activated_effector_memory_CD4-positive__alpha-beta_T_cell_ENCSR173BJC_DNaseOnly	/experiments/ENCSR173BJC/
/annotations/ENCSR853ZVZ/	ENCSR853ZVZ	jesse-engreitz:abc_predictions_lung_ENCSR482HQE_DNaseOnly,jesse-engreitz:encode_re2g_predictions_lung_ENCSR482HQE_DNaseOnly	/experiments/ENCSR482HQE/
/annotations/ENCSR697TXI/	ENCSR697TXI	jesse-engreitz:abc_predictions_dorsolateral_prefrontal_cortex_ENCSR800KVI_DNaseOnly,jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR800KVI_DNaseOnly	/experiments/ENCSR800KVI/
/annotations/ENCSR676IYV/	ENCSR676IYV	jesse-engreitz:abc_predictions_heart_left_ventricle_ENCSR805EGZ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_heart_left_ventricle_ENCSR805EGZ_DNaseOnly	/experiments/ENCSR805EGZ/
/annotations/ENCSR753YSN/	ENCSR753YSN	jesse-engreitz:abc_predictions_non-pigmented_ciliary_epithelial_cell_ENCSR000EOF_DNaseOnly,jesse-engreitz:encode_re2g_predictions_non-pigmented_ciliary_epithelial_cell_ENCSR000EOF_DNaseOnly	/experiments/ENCSR000EOF/
/annotations/ENCSR636ITL/	ENCSR636ITL	jesse-engreitz:abc_predictions_ascending_aorta_ENCSR968TPO_DNaseOnly,jesse-engreitz:encode_re2g_predictions_ascending_aorta_ENCSR968TPO_DNaseOnly	/experiments/ENCSR968TPO/
/annotations/ENCSR105UWG/	ENCSR105UWG	jesse-engreitz:abc_predictions_activated_B_cell_ENCSR109DTU_DNaseOnly,jesse-engreitz:encode_re2g_predictions_activated_B_cell_ENCSR109DTU_DNaseOnly	/experiments/ENCSR109DTU/
/annotations/ENCSR334SBV/	ENCSR334SBV	jesse-engreitz:abc_predictions_epithelial_cell_of_proximal_tubule_ENCSR000EPW_DNaseOnly,jesse-engreitz:encode_re2g_predictions_epithelial_cell_of_proximal_tubule_ENCSR000EPW_DNaseOnly	/experiments/ENCSR000EPW/
/annotations/ENCSR093IGI/	ENCSR093IGI	jesse-engreitz:abc_predictions_kidney_epithelial_cell_ENCSR000EOL_DNaseOnly,jesse-engreitz:encode_re2g_predictions_kidney_epithelial_cell_ENCSR000EOL_DNaseOnly	/experiments/ENCSR000EOL/
/annotations/ENCSR479BDF/	ENCSR479BDF	jesse-engreitz:abc_predictions_activated_T-cell_ENCSR223KKX_DNaseOnly,jesse-engreitz:encode_re2g_predictions_activated_T-cell_ENCSR223KKX_DNaseOnly	/experiments/ENCSR223KKX/
/annotations/ENCSR285HAJ/	ENCSR285HAJ	jesse-engreitz:abc_predictions_dorsolateral_prefrontal_cortex_ENCSR751VMX_DNaseOnly,jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR751VMX_DNaseOnly	/experiments/ENCSR751VMX/
/annotations/ENCSR693TXK/	ENCSR693TXK	jesse-engreitz:abc_predictions_dorsolateral_prefrontal_cortex_ENCSR982XOK_DNaseOnly,jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR982XOK_DNaseOnly	/experiments/ENCSR982XOK/
/annotations/ENCSR324PUT/	ENCSR324PUT	jesse-engreitz:abc_predictions_small_intestine_ENCSR188JLO_DNaseOnly,jesse-engreitz:encode_re2g_predictions_small_intestine_ENCSR188JLO_DNaseOnly	/experiments/ENCSR188JLO/
/annotations/ENCSR042SRX/	ENCSR042SRX	jesse-engreitz:abc_predictions_activated_naive_CD8-positive__alpha-beta_T_cell_ENCSR518YYX_DNaseOnly,jesse-engreitz:encode_re2g_predictions_activated_naive_CD8-positive__alpha-beta_T_cell_ENCSR518YYX_DNaseOnly	/experiments/ENCSR518YYX/
/annotations/ENCSR637JFZ/	ENCSR637JFZ	jesse-engreitz:abc_predictions_right_renal_pelvis_ENCSR752NTF_DNaseOnly,jesse-engreitz:encode_re2g_predictions_right_renal_pelvis_ENCSR752NTF_DNaseOnly	/experiments/ENCSR752NTF/
/annotations/ENCSR804MMB/	ENCSR804MMB	jesse-engreitz:abc_predictions_dorsolateral_prefrontal_cortex_ENCSR428ZCP_DNaseOnly,jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR428ZCP_DNaseOnly	/experiments/ENCSR428ZCP/
/annotations/ENCSR134YKE/	ENCSR134YKE	jesse-engreitz:abc_predictions_left_lung_ENCSR723VNG_DNaseOnly,jesse-engreitz:encode_re2g_predictions_left_lung_ENCSR723VNG_DNaseOnly	/experiments/ENCSR723VNG/
/annotations/ENCSR532ITD/	ENCSR532ITD	jesse-engreitz:abc_predictions_immature_natural_killer_cell_ENCSR654LST_DNaseOnly,jesse-engreitz:encode_re2g_predictions_immature_natural_killer_cell_ENCSR654LST_DNaseOnly	/experiments/ENCSR654LST/
/annotations/ENCSR258NYN/	ENCSR258NYN	jesse-engreitz:abc_predictions_naive_thymus-derived_CD4-positive__alpha-beta_T_cell_ENCSR000EIF_DNaseOnly,jesse-engreitz:encode_re2g_predictions_naive_thymus-derived_CD4-positive__alpha-beta_T_cell_ENCSR000EIF_DNaseOnly	/experiments/ENCSR000EIF/
/annotations/ENCSR707NYI/	ENCSR707NYI	jesse-engreitz:abc_predictions_activated_naive_CD4-positive__alpha-beta_T_cell_ENCSR593OUE_DNaseOnly,jesse-engreitz:encode_re2g_predictions_activated_naive_CD4-positive__alpha-beta_T_cell_ENCSR593OUE_DNaseOnly	/experiments/ENCSR593OUE/
/annotations/ENCSR128FYS/	ENCSR128FYS	jesse-engreitz:abc_predictions_dorsolateral_prefrontal_cortex_ENCSR532DBH_DNaseOnly,jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR532DBH_DNaseOnly	/experiments/ENCSR532DBH/
/annotations/ENCSR683YFO/	ENCSR683YFO	jesse-engreitz:abc_predictions_adrenal_gland_ENCSR419MZH_DNaseOnly,jesse-engreitz:encode_re2g_predictions_adrenal_gland_ENCSR419MZH_DNaseOnly	/experiments/ENCSR419MZH/
/annotations/ENCSR212NBX/	ENCSR212NBX	jesse-engreitz:abc_predictions_small_intestine_ENCSR083FBK_DNaseOnly,jesse-engreitz:encode_re2g_predictions_small_intestine_ENCSR083FBK_DNaseOnly	/experiments/ENCSR083FBK/
/annotations/ENCSR944ILJ/	ENCSR944ILJ	jesse-engreitz:abc_predictions_testis_ENCSR729DRB_DNaseOnly,jesse-engreitz:encode_re2g_predictions_testis_ENCSR729DRB_DNaseOnly	/experiments/ENCSR729DRB/
/annotations/ENCSR478AZK/	ENCSR478AZK	jesse-engreitz:abc_predictions_suprapubic_skin_ENCSR709IYR_DNaseOnly,jesse-engreitz:encode_re2g_predictions_suprapubic_skin_ENCSR709IYR_DNaseOnly	/experiments/ENCSR709IYR/
/annotations/ENCSR507LGY/	ENCSR507LGY	jesse-engreitz:abc_predictions_CD4-positive__alpha-beta_memory_T_cell_ENCSR862ZDV_DNaseOnly,jesse-engreitz:encode_re2g_predictions_CD4-positive__alpha-beta_memory_T_cell_ENCSR862ZDV_DNaseOnly	/experiments/ENCSR862ZDV/
/annotations/ENCSR925BQN/	ENCSR925BQN	jesse-engreitz:abc_predictions_left_lung_ENCSR006XED_DNaseOnly,jesse-engreitz:encode_re2g_predictions_left_lung_ENCSR006XED_DNaseOnly	/experiments/ENCSR006XED/
/annotations/ENCSR138ZWW/	ENCSR138ZWW	jesse-engreitz:abc_predictions_heart_left_ventricle_ENCSR598RVJ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_heart_left_ventricle_ENCSR598RVJ_DNaseOnly	/experiments/ENCSR598RVJ/
/annotations/ENCSR076USE/	ENCSR076USE	jesse-engreitz:abc_predictions_dorsolateral_prefrontal_cortex_ENCSR570BWW_DNaseOnly,jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR570BWW_DNaseOnly	/experiments/ENCSR570BWW/
/annotations/ENCSR250ACL/	ENCSR250ACL	jesse-engreitz:abc_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR845CFB_DNaseOnly,jesse-engreitz:encode_re2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR845CFB_DNaseOnly	/experiments/ENCSR845CFB/
/annotations/ENCSR177DND/	ENCSR177DND	jesse-engreitz:abc_predictions_H9_ENCSR017OZH_DNaseOnly,jesse-engreitz:encode_re2g_predictions_H9_ENCSR017OZH_DNaseOnly	/experiments/ENCSR017OZH/
/annotations/ENCSR913QEP/	ENCSR913QEP	jesse-engreitz:abc_predictions_right_kidney_ENCSR765BSU_DNaseOnly,jesse-engreitz:encode_re2g_predictions_right_kidney_ENCSR765BSU_DNaseOnly	/experiments/ENCSR765BSU/
/annotations/ENCSR801DBI/	ENCSR801DBI	jesse-engreitz:abc_predictions_CD8-positive__alpha-beta_T_cell_ENCSR937NLH_DNaseOnly,jesse-engreitz:encode_re2g_predictions_CD8-positive__alpha-beta_T_cell_ENCSR937NLH_DNaseOnly	/experiments/ENCSR937NLH/
/annotations/ENCSR197RFH/	ENCSR197RFH	jesse-engreitz:abc_predictions_dorsolateral_prefrontal_cortex_ENCSR306LNA_DNaseOnly,jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR306LNA_DNaseOnly	/experiments/ENCSR306LNA/
/annotations/ENCSR673FDN/	ENCSR673FDN	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR682ZZT_DNaseOnly,jesse-engreitz:encode_re2g_predictions_head_of_caudate_nucleus_ENCSR682ZZT_DNaseOnly	/experiments/ENCSR682ZZT/
/annotations/ENCSR151YGP/	ENCSR151YGP	jesse-engreitz:abc_predictions_dorsolateral_prefrontal_cortex_ENCSR571CJM_DNaseOnly,jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR571CJM_DNaseOnly	/experiments/ENCSR571CJM/
/annotations/ENCSR209KSA/	ENCSR209KSA	jesse-engreitz:abc_predictions_suppressor_macrophage_ENCSR371CCL_DNaseOnly,jesse-engreitz:encode_re2g_predictions_suppressor_macrophage_ENCSR371CCL_DNaseOnly	/experiments/ENCSR371CCL/
/annotations/ENCSR309WTP/	ENCSR309WTP	jesse-engreitz:abc_predictions_dorsolateral_prefrontal_cortex_ENCSR606QDB_DNaseOnly,jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR606QDB_DNaseOnly	/experiments/ENCSR606QDB/
/annotations/ENCSR438FRG/	ENCSR438FRG	jesse-engreitz:abc_predictions_dorsolateral_prefrontal_cortex_ENCSR518WRP_DNaseOnly,jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR518WRP_DNaseOnly	/experiments/ENCSR518WRP/
/annotations/ENCSR952KMU/	ENCSR952KMU	jesse-engreitz:abc_predictions_umbilical_cord_ENCSR512CWR_DNaseOnly,jesse-engreitz:encode_re2g_predictions_umbilical_cord_ENCSR512CWR_DNaseOnly	/experiments/ENCSR512CWR/
/annotations/ENCSR930ETB/	ENCSR930ETB	jesse-engreitz:abc_predictions_urothelium_cell_line_ENCSR000ELV_DNaseOnly,jesse-engreitz:encode_re2g_predictions_urothelium_cell_line_ENCSR000ELV_DNaseOnly	/experiments/ENCSR000ELV/
/annotations/ENCSR979ELZ/	ENCSR979ELZ	jesse-engreitz:abc_predictions_inflammatory_macrophage_ENCSR803BLT_DNaseOnly,jesse-engreitz:encode_re2g_predictions_inflammatory_macrophage_ENCSR803BLT_DNaseOnly	/experiments/ENCSR803BLT/
/annotations/ENCSR457UNS/	ENCSR457UNS	jesse-engreitz:abc_predictions_upper_lobe_of_left_lung_ENCSR323UTX_DNaseOnly,jesse-engreitz:encode_re2g_predictions_upper_lobe_of_left_lung_ENCSR323UTX_DNaseOnly	/experiments/ENCSR323UTX/
/annotations/ENCSR292ZID/	ENCSR292ZID	jesse-engreitz:abc_predictions_dorsolateral_prefrontal_cortex_ENCSR210ESN_DNaseOnly,jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR210ESN_DNaseOnly	/experiments/ENCSR210ESN/
/annotations/ENCSR821QDT/	ENCSR821QDT	jesse-engreitz:abc_predictions_C803_ENCSR000ELI_DNaseOnly,jesse-engreitz:encode_re2g_predictions_C803_ENCSR000ELI_DNaseOnly	/experiments/ENCSR000ELI/
/annotations/ENCSR588WNM/	ENCSR588WNM	jesse-engreitz:abc_predictions_renal_cortex_interstitium_ENCSR851ZFT_DNaseOnly,jesse-engreitz:encode_re2g_predictions_renal_cortex_interstitium_ENCSR851ZFT_DNaseOnly	/experiments/ENCSR851ZFT/
/annotations/ENCSR819RAS/	ENCSR819RAS	jesse-engreitz:abc_predictions_H9_ENCSR943SYS_DNaseOnly,jesse-engreitz:encode_re2g_predictions_H9_ENCSR943SYS_DNaseOnly	/experiments/ENCSR943SYS/
/annotations/ENCSR958BWB/	ENCSR958BWB	jesse-engreitz:abc_predictions_epithelial_cell_of_prostate_ENCSR000EPU_DNaseOnly,jesse-engreitz:encode_re2g_predictions_epithelial_cell_of_prostate_ENCSR000EPU_DNaseOnly	/experiments/ENCSR000EPU/
/annotations/ENCSR386YOO/	ENCSR386YOO	jesse-engreitz:abc_predictions_left_renal_cortex_interstitium_ENCSR092WMD_DNaseOnly,jesse-engreitz:encode_re2g_predictions_left_renal_cortex_interstitium_ENCSR092WMD_DNaseOnly	/experiments/ENCSR092WMD/
/annotations/ENCSR344VIP/	ENCSR344VIP	jesse-engreitz:abc_predictions_common_myeloid_progenitor__CD34-positive_ENCSR191EII_DNaseOnly,jesse-engreitz:encode_re2g_predictions_common_myeloid_progenitor__CD34-positive_ENCSR191EII_DNaseOnly	/experiments/ENCSR191EII/
/annotations/ENCSR401XBQ/	ENCSR401XBQ	jesse-engreitz:abc_predictions_right_kidney_ENCSR871APX_DNaseOnly,jesse-engreitz:encode_re2g_predictions_right_kidney_ENCSR871APX_DNaseOnly	/experiments/ENCSR871APX/
/annotations/ENCSR978NKG/	ENCSR978NKG	jesse-engreitz:abc_predictions_activated_T-cell_ENCSR219KTW_DNaseOnly,jesse-engreitz:encode_re2g_predictions_activated_T-cell_ENCSR219KTW_DNaseOnly	/experiments/ENCSR219KTW/
/annotations/ENCSR370ZOF/	ENCSR370ZOF	jesse-engreitz:abc_predictions_effector_CD4-positive__alpha-beta_T_cell_ENCSR525VCH_DNaseOnly,jesse-engreitz:encode_re2g_predictions_effector_CD4-positive__alpha-beta_T_cell_ENCSR525VCH_DNaseOnly	/experiments/ENCSR525VCH/
/annotations/ENCSR549ACS/	ENCSR549ACS	jesse-engreitz:abc_predictions_SK-N-DZ_ENCSR000FJL_DNaseOnly,jesse-engreitz:encode_re2g_predictions_SK-N-DZ_ENCSR000FJL_DNaseOnly	/experiments/ENCSR000FJL/
/annotations/ENCSR112NOO/	ENCSR112NOO	jesse-engreitz:abc_predictions_common_myeloid_progenitor__CD34-positive_ENCSR639ZJI_DNaseOnly,jesse-engreitz:encode_re2g_predictions_common_myeloid_progenitor__CD34-positive_ENCSR639ZJI_DNaseOnly	/experiments/ENCSR639ZJI/
/annotations/ENCSR198OQS/	ENCSR198OQS	jesse-engreitz:abc_predictions_cardiac_fibroblast_ENCSR000ENI_DNaseOnly,jesse-engreitz:encode_re2g_predictions_cardiac_fibroblast_ENCSR000ENI_DNaseOnly	/experiments/ENCSR000ENI/
/annotations/ENCSR990BBN/	ENCSR990BBN	jesse-engreitz:abc_predictions_kidney_ENCSR645GJD_DNaseOnly,jesse-engreitz:encode_re2g_predictions_kidney_ENCSR645GJD_DNaseOnly	/experiments/ENCSR645GJD/
/annotations/ENCSR148OFR/	ENCSR148OFR	jesse-engreitz:abc_predictions_germinal_center_ENCSR000EIZ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_germinal_center_ENCSR000EIZ_DNaseOnly	/experiments/ENCSR000EIZ/
/annotations/ENCSR457PMF/	ENCSR457PMF	jesse-engreitz:abc_predictions_left_lung_ENCSR441OGH_DNaseOnly,jesse-engreitz:encode_re2g_predictions_left_lung_ENCSR441OGH_DNaseOnly	/experiments/ENCSR441OGH/
/annotations/ENCSR136HBC/	ENCSR136HBC	jesse-engreitz:abc_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR965ZWZ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR965ZWZ_DNaseOnly	/experiments/ENCSR965ZWZ/
/annotations/ENCSR709RTL/	ENCSR709RTL	jesse-engreitz:abc_predictions_T-helper_17_cell_ENCSR139KYP_DNaseOnly,jesse-engreitz:encode_re2g_predictions_T-helper_17_cell_ENCSR139KYP_DNaseOnly	/experiments/ENCSR139KYP/
/annotations/ENCSR845CMR/	ENCSR845CMR	jesse-engreitz:abc_predictions_right_lobe_of_liver_ENCSR933GMM_DNaseOnly,jesse-engreitz:encode_re2g_predictions_right_lobe_of_liver_ENCSR933GMM_DNaseOnly	/experiments/ENCSR933GMM/
/annotations/ENCSR920YJH/	ENCSR920YJH	jesse-engreitz:abc_predictions_left_forelimb_ENCSR976XOY_DNaseOnly,jesse-engreitz:encode_re2g_predictions_left_forelimb_ENCSR976XOY_DNaseOnly	/experiments/ENCSR976XOY/
/annotations/ENCSR764OJN/	ENCSR764OJN	jesse-engreitz:abc_predictions_lower_lobe_of_right_lung_ENCSR785JXR_DNaseOnly,jesse-engreitz:encode_re2g_predictions_lower_lobe_of_right_lung_ENCSR785JXR_DNaseOnly	/experiments/ENCSR785JXR/
/annotations/ENCSR034GBD/	ENCSR034GBD	jesse-engreitz:abc_predictions_tibial_nerve_ENCSR508FVM_DNaseOnly,jesse-engreitz:encode_re2g_predictions_tibial_nerve_ENCSR508FVM_DNaseOnly	/experiments/ENCSR508FVM/
/annotations/ENCSR881JLS/	ENCSR881JLS	jesse-engreitz:abc_predictions_naive_thymus-derived_CD8-positive__alpha-beta_T_cell_ENCSR237BOF_DNaseOnly,jesse-engreitz:encode_re2g_predictions_naive_thymus-derived_CD8-positive__alpha-beta_T_cell_ENCSR237BOF_DNaseOnly	/experiments/ENCSR237BOF/
/annotations/ENCSR330MYQ/	ENCSR330MYQ	jesse-engreitz:abc_predictions_dorsolateral_prefrontal_cortex_ENCSR720FVJ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR720FVJ_DNaseOnly	/experiments/ENCSR720FVJ/
/annotations/ENCSR063ILZ/	ENCSR063ILZ	jesse-engreitz:abc_predictions_small_intestine_ENCSR970ZLG_DNaseOnly,jesse-engreitz:encode_re2g_predictions_small_intestine_ENCSR970ZLG_DNaseOnly	/experiments/ENCSR970ZLG/
/annotations/ENCSR651GWI/	ENCSR651GWI	jesse-engreitz:abc_predictions_naive_B_cell_ENCSR011VHK_DNaseOnly,jesse-engreitz:encode_re2g_predictions_naive_B_cell_ENCSR011VHK_DNaseOnly	/experiments/ENCSR011VHK/
/annotations/ENCSR569LDL/	ENCSR569LDL	jesse-engreitz:abc_predictions_dorsolateral_prefrontal_cortex_ENCSR386XPD_DNaseOnly,jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR386XPD_DNaseOnly	/experiments/ENCSR386XPD/
/annotations/ENCSR126NWL/	ENCSR126NWL	jesse-engreitz:abc_predictions_right_lung_ENCSR445XYW_DNaseOnly,jesse-engreitz:encode_re2g_predictions_right_lung_ENCSR445XYW_DNaseOnly	/experiments/ENCSR445XYW/
/annotations/ENCSR329GLF/	ENCSR329GLF	jesse-engreitz:abc_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR419CKG_DNaseOnly,jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR419CKG_DNaseOnly	/experiments/ENCSR419CKG/
/annotations/ENCSR598IFM/	ENCSR598IFM	jesse-engreitz:abc_predictions_tongue_ENCSR759UNY_DNaseOnly,jesse-engreitz:encode_re2g_predictions_tongue_ENCSR759UNY_DNaseOnly	/experiments/ENCSR759UNY/
/annotations/ENCSR677RET/	ENCSR677RET	jesse-engreitz:abc_predictions_large_intestine_ENCSR366EQH_DNaseOnly,jesse-engreitz:encode_re2g_predictions_large_intestine_ENCSR366EQH_DNaseOnly	/experiments/ENCSR366EQH/
/annotations/ENCSR596NOT/	ENCSR596NOT	jesse-engreitz:abc_predictions_GM10266_ENCSR000EJC_DNaseOnly,jesse-engreitz:encode_re2g_predictions_GM10266_ENCSR000EJC_DNaseOnly	/experiments/ENCSR000EJC/
/annotations/ENCSR378RHQ/	ENCSR378RHQ	jesse-engreitz:abc_predictions_activated_CD8-positive__alpha-beta_memory_T_cell_ENCSR933VOY_DNaseOnly,jesse-engreitz:encode_re2g_predictions_activated_CD8-positive__alpha-beta_memory_T_cell_ENCSR933VOY_DNaseOnly	/experiments/ENCSR933VOY/
/annotations/ENCSR836CGF/	ENCSR836CGF	jesse-engreitz:abc_predictions_brain_ENCSR344FLH_DNaseOnly,jesse-engreitz:encode_re2g_predictions_brain_ENCSR344FLH_DNaseOnly	/experiments/ENCSR344FLH/
/annotations/ENCSR278BKS/	ENCSR278BKS	jesse-engreitz:abc_predictions_kidney_ENCSR941DTJ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_kidney_ENCSR941DTJ_DNaseOnly	/experiments/ENCSR941DTJ/
/annotations/ENCSR111PUZ/	ENCSR111PUZ	jesse-engreitz:abc_predictions_stimulated_activated_naive_B_cell_ENCSR438LZG_DNaseOnly,jesse-engreitz:encode_re2g_predictions_stimulated_activated_naive_B_cell_ENCSR438LZG_DNaseOnly	/experiments/ENCSR438LZG/
/annotations/ENCSR340HCM/	ENCSR340HCM	jesse-engreitz:abc_predictions_activated_naive_CD4-positive__alpha-beta_T_cell_ENCSR100OSB_DNaseOnly,jesse-engreitz:encode_re2g_predictions_activated_naive_CD4-positive__alpha-beta_T_cell_ENCSR100OSB_DNaseOnly	/experiments/ENCSR100OSB/
/annotations/ENCSR738AUI/	ENCSR738AUI	jesse-engreitz:abc_predictions_vagina_ENCSR437AYW_DNaseOnly,jesse-engreitz:encode_re2g_predictions_vagina_ENCSR437AYW_DNaseOnly	/experiments/ENCSR437AYW/
/annotations/ENCSR866VGC/	ENCSR866VGC	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR646JBR_DNaseOnly,jesse-engreitz:encode_re2g_predictions_head_of_caudate_nucleus_ENCSR646JBR_DNaseOnly	/experiments/ENCSR646JBR/
/annotations/ENCSR460HAQ/	ENCSR460HAQ	jesse-engreitz:abc_predictions_sciatic_nerve_ENCSR672MOG_DNaseOnly,jesse-engreitz:encode_re2g_predictions_sciatic_nerve_ENCSR672MOG_DNaseOnly	/experiments/ENCSR672MOG/
/annotations/ENCSR175PRS/	ENCSR175PRS	jesse-engreitz:abc_predictions_eye_ENCSR127PWK_DNaseOnly,jesse-engreitz:encode_re2g_predictions_eye_ENCSR127PWK_DNaseOnly	/experiments/ENCSR127PWK/
/annotations/ENCSR862GYG/	ENCSR862GYG	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR432QFU_DNaseOnly,jesse-engreitz:encode_re2g_predictions_head_of_caudate_nucleus_ENCSR432QFU_DNaseOnly	/experiments/ENCSR432QFU/
/annotations/ENCSR983CLV/	ENCSR983CLV	jesse-engreitz:abc_predictions_renal_pelvis_ENCSR554WUJ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_renal_pelvis_ENCSR554WUJ_DNaseOnly	/experiments/ENCSR554WUJ/
/annotations/ENCSR034TGA/	ENCSR034TGA	jesse-engreitz:abc_predictions_posterior_cingulate_gyrus_ENCSR502FPR_DNaseOnly,jesse-engreitz:encode_re2g_predictions_posterior_cingulate_gyrus_ENCSR502FPR_DNaseOnly	/experiments/ENCSR502FPR/
/annotations/ENCSR957VNY/	ENCSR957VNY	jesse-engreitz:abc_predictions_sigmoid_colon_ENCSR276ITP_DNaseOnly,jesse-engreitz:encode_re2g_predictions_sigmoid_colon_ENCSR276ITP_DNaseOnly	/experiments/ENCSR276ITP/
/annotations/ENCSR572XTM/	ENCSR572XTM	jesse-engreitz:abc_predictions_muscle_of_leg_ENCSR059LXL_DNaseOnly,jesse-engreitz:encode_re2g_predictions_muscle_of_leg_ENCSR059LXL_DNaseOnly	/experiments/ENCSR059LXL/
/annotations/ENCSR447AAI/	ENCSR447AAI	jesse-engreitz:abc_predictions_small_intestine_ENCSR457ILW_DNaseOnly,jesse-engreitz:encode_re2g_predictions_small_intestine_ENCSR457ILW_DNaseOnly	/experiments/ENCSR457ILW/
/annotations/ENCSR699VBU/	ENCSR699VBU	jesse-engreitz:abc_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR075MQZ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR075MQZ_DNaseOnly	/experiments/ENCSR075MQZ/
/annotations/ENCSR731OOT/	ENCSR731OOT	jesse-engreitz:abc_predictions_activated_CD4-positive__alpha-beta_memory_T_cell_ENCSR021YFW_DNaseOnly,jesse-engreitz:encode_re2g_predictions_activated_CD4-positive__alpha-beta_memory_T_cell_ENCSR021YFW_DNaseOnly	/experiments/ENCSR021YFW/
/annotations/ENCSR742EQG/	ENCSR742EQG	jesse-engreitz:abc_predictions_spinal_cord_ENCSR678PDD_DNaseOnly,jesse-engreitz:encode_re2g_predictions_spinal_cord_ENCSR678PDD_DNaseOnly	/experiments/ENCSR678PDD/
/annotations/ENCSR556APZ/	ENCSR556APZ	jesse-engreitz:abc_predictions_posterior_cingulate_gyrus_ENCSR885ZBV_DNaseOnly,jesse-engreitz:encode_re2g_predictions_posterior_cingulate_gyrus_ENCSR885ZBV_DNaseOnly	/experiments/ENCSR885ZBV/
/annotations/ENCSR262FQI/	ENCSR262FQI	jesse-engreitz:abc_predictions_activated_CD4-positive__alpha-beta_T_cell_ENCSR121BSW_DNaseOnly,jesse-engreitz:encode_re2g_predictions_activated_CD4-positive__alpha-beta_T_cell_ENCSR121BSW_DNaseOnly	/experiments/ENCSR121BSW/
/annotations/ENCSR010JRN/	ENCSR010JRN	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR085XKS_DNaseOnly,jesse-engreitz:encode_re2g_predictions_head_of_caudate_nucleus_ENCSR085XKS_DNaseOnly	/experiments/ENCSR085XKS/
/annotations/ENCSR581KZV/	ENCSR581KZV	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR688AWP_DNaseOnly,jesse-engreitz:encode_re2g_predictions_head_of_caudate_nucleus_ENCSR688AWP_DNaseOnly	/experiments/ENCSR688AWP/
/annotations/ENCSR490NCH/	ENCSR490NCH	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR756FQD_DNaseOnly,jesse-engreitz:encode_re2g_predictions_head_of_caudate_nucleus_ENCSR756FQD_DNaseOnly	/experiments/ENCSR756FQD/
